Date,AAPL,AMZN,GOOGL,JNJ,JPM,MSFT,PG,TSLA,V,XOM,^GSPC
2024-02-26,0.17541271060681884,0.3075628131188348,0.320150894752642,0.12268404935870912,0.13557078753852775,0.19290544253686792,0.16097444450895845,0.5311715384711487,0.15265489622805503,0.20664992353646397,0.12264824058401035
2024-02-27,0.17714908607615082,0.3083915847544857,0.3212964636426196,0.12066791674107596,0.13249787045773134,0.19150559539014989,0.1626023643027334,0.5220684595825471,0.1535383313054101,0.2044325893444972,0.12259775029879039
2024-02-28,0.17457574978437448,0.30636855957459497,0.3251756695596389,0.11596356793807469,0.12984379788322664,0.1913189989994585,0.16119538096893163,0.5233226871061918,0.1545499359455612,0.19076687496993677,0.12189972050163989
2024-02-29,0.17427148747702298,0.30716945477896496,0.32818289816106233,0.11601015949172704,0.12839106560481184,0.1945730936313341,0.16343910730097383,0.5207922194832681,0.1588442148594005,0.18851322247092767,0.1199908367653991
2024-03-01,0.14537865061939104,0.3066791931125067,0.32605865973137427,0.11592214926416934,0.1302701047042083,0.19278571278542167,0.1619309879262558,0.5190877943611609,0.1584685746749637,0.19003583989307762,0.1196488469791292
2024-03-04,0.1522949937197381,0.30692509368237997,0.3282278878383377,0.12309969076425065,0.1242975696370837,0.19049485029427304,0.16096292905414641,0.5601049264479645,0.1596426867054515,0.19656401314949765,0.11633378416367904
2024-03-05,0.1630078125293943,0.3140454316871531,0.3282759015294571,0.12222485977506801,0.12519119609692045,0.21043341379694097,0.16139622469223747,0.568870971305201,0.16039031558391306,0.1980156147196982,0.12157310427539506
2024-03-06,0.15970643624676897,0.31452134386865954,0.32727795006407234,0.1127756313774469,0.12158939718692374,0.20986465850045136,0.1141172130670047,0.5710605866847632,0.16055753525596209,0.19782757023121383,0.12196012840296953
2024-03-07,0.16009749728456246,0.31763028753227956,0.33328538239415845,0.11197778513475423,0.1259119140546971,0.21418919933444142,0.10782008843168167,0.5733073812520825,0.16262799378573886,0.19355782757538043,0.12446855082468647
2024-03-08,0.16560557615658938,0.319583027171032,0.32692094908500857,0.11206803948896077,0.12157000973455526,0.2147674156954553,0.0880341844384589,0.43896010572611643,0.16324201818013492,0.1829082504888662,0.12641020547343412
2024-03-11,0.17124725409452848,0.3260238048216713,0.3318422842123302,0.11603403058336052,0.12017716131144966,0.21502444736373535,0.08977743430702316,0.4409602854921603,0.1538135722801729,0.18229831190808782,0.12648810283623865
2024-03-12,0.17222570640023271,0.3283764298103356,0.3311052747530102,0.11863280607849983,0.12112249121775033,0.22449732846942333,0.08979170136851303,0.4225509293311417,0.14575312787205003,0.18400268329737435,0.12839921805534552
2024-03-13,0.16756340347076082,0.32457528131343333,0.33167976378796143,0.12222886904828217,0.1108435081322966,0.22430373255290956,0.08718913321596063,0.4408849385384677,0.14204121720783128,0.18090601507615262,0.12865677796732058
2024-03-14,0.16478314398612873,0.3146150857916235,0.25235379948256526,0.12751451096814928,0.11994390694086189,0.21812574038361549,0.08840981395680807,0.4514294343661061,0.1348525264153429,0.17466934191183006,0.11795328430271665
2024-03-15,0.15824172198614003,0.31898205012254527,0.2547633231253994,0.12860634015216074,0.12175342560848602,0.22443382012367746,0.080856620482421,0.45100949531420254,0.13523632250964385,0.17398359149779966,0.11621507783855106
2024-03-18,0.16008612963415467,0.23289553485719136,0.28544672083471634,0.1271380503368594,0.12448927616604627,0.2185037126653024,0.07798156912284655,0.4892745047833286,0.13645661472828666,0.17348319808075022,0.11388274926585987
2024-03-19,0.16282910486442762,0.23218490399452626,0.2848931493084986,0.12660451140946596,0.12393282347095548,0.2158037482267461,0.07852731272559507,0.47966735415606465,0.1363667550750896,0.17221270608587017,0.1137582554139709
2024-03-20,0.16712676864397388,0.23330548210411864,0.2865569242386485,0.1196421285384823,0.12696985869954489,0.21687272476941225,0.07762502509389645,0.48101918215796824,0.1369805552550591,0.17251544799210794,0.11570707884843315
2024-03-21,0.20284762061502276,0.232556737287086,0.28636309423066886,0.11964032196030926,0.130060538352804,0.21057373507907043,0.07772571291421053,0.4806215506374829,0.13510014900994213,0.17212242648382078,0.11419061002667982
2024-03-22,0.20420467818627938,0.2320719538671099,0.2926051614486784,0.11638667102057909,0.13690313962443856,0.21070070318955167,0.07717951463774364,0.47959877356749686,0.1509280983107512,0.16780398646949168,0.11448893258072379
2024-03-25,0.2036716989402068,0.21985732163082472,0.2868551788863881,0.11618265588615305,0.14192303374256285,0.2106047168296487,0.07860505272042725,0.47592030482535536,0.15268236669519894,0.15173301738070197,0.11452901123430322
2024-03-26,0.2032134916638038,0.21796885408259073,0.285405710747178,0.11481297996297941,0.1419357583527285,0.2072775397947909,0.07836467026498693,0.4790448699131856,0.15202598360522532,0.1527740769193899,0.11496327761019172
2024-03-27,0.21339324204228471,0.20782464685015792,0.2807986686608655,0.11887396266681373,0.1439243361432666,0.1962371757034916,0.08355551059507957,0.4767675691361489,0.15297792737581342,0.14944259032162838,0.10772908367605628
2024-03-28,0.21467261773776847,0.20490943698139077,0.2805237401725859,0.117847260295257,0.14294901875695343,0.19479204055960492,0.08266402165487494,0.4743274755678177,0.15193805555504333,0.148091230035253,0.10530139905724234
2024-04-01,0.21538315979663608,0.20326768222885663,0.2835828533781052,0.11140053450106449,0.13668191896764875,0.19463997053567805,0.08626972405412005,0.43547807011406214,0.14776744994994062,0.13042748021581987,0.10505919104830681
2024-04-02,0.21508250835571505,0.20324183535016369,0.27932462044760786,0.11133758222525406,0.13504760997087506,0.19509070506644569,0.08598739753206686,0.4551479854180268,0.14565323730686702,0.13717521469556826,0.10654612204246586
2024-04-03,0.21606707382575055,0.19805317469390957,0.27931551333247634,0.12631255235012648,0.13627415747468904,0.19494287569841187,0.11772088176952275,0.4510328570347795,0.14188350410943631,0.13124600133064446,0.10426325552721732
2024-04-04,0.21531723906657527,0.20260478219880637,0.2932175877590931,0.12869664365969452,0.1394937953864678,0.19600505235249388,0.112220030439105,0.4541964798600913,0.14429731921316255,0.12304981765113648,0.11184083330729169
2024-04-05,0.21246026992943665,0.1934353162915758,0.2938871123941351,0.1232305238599788,0.1381466029895008,0.19149422976156014,0.11309611639724564,0.460515073727884,0.12810919935666235,0.1248360517253423,0.09964340178608075
2024-04-08,0.2116727019313598,0.1934673262421136,0.2962878696669193,0.11962166853683597,0.13817520703821523,0.19132135140142575,0.11251943705747305,0.48105097814112413,0.12840739062644962,0.12301214661926303,0.09969136505175259
2024-04-09,0.21305440902607803,0.19320985955123965,0.2600944669990425,0.12046229792152938,0.13976969592112173,0.18996245122491692,0.11277002464829004,0.4713617032225903,0.12845298646904177,0.12297453812762524,0.09877488635630075
2024-04-10,0.21230949620435335,0.19139064887414806,0.260444414395162,0.12498530496024365,0.1433763490468175,0.19155173858999416,0.11244882950603294,0.4766787333466389,0.12997102653291032,0.12144008211270466,0.10323150185796111
2024-04-11,0.24899093592551855,0.19522610200502655,0.2561631542376659,0.12536525307622368,0.14331120139729267,0.1935859452704459,0.11397949034577903,0.4783638110290297,0.12776900464365668,0.12385715604442012,0.10489190648901477
2024-04-12,0.25045912272545434,0.19493440135601017,0.2583373713586081,0.12637465892650887,0.24457964730822138,0.19489606056806066,0.11276849844077133,0.48032299756530744,0.124779886328834,0.13294272801409956,0.11317427005549223
2024-04-15,0.2576137305358671,0.1988163766781394,0.26365066695222467,0.12478967682289652,0.24433250975014675,0.2032587490647994,0.11285580366885523,0.5024089369684042,0.13310346293837716,0.13413444589904036,0.11606777543335708
2024-04-16,0.2530022974836201,0.1985035753597734,0.24661421316588858,0.13203410913246968,0.24531066886067746,0.20334101380798442,0.11241495520791905,0.4653793027718117,0.1310417977357185,0.1282480503720065,0.1161402501249783
2024-04-17,0.2400655481395769,0.19222452012479765,0.24483370250917538,0.1324815870884466,0.2432780146906752,0.1837176419371299,0.11430976264000789,0.45430736776173436,0.1318586054783534,0.12672052948966278,0.11359138112760356
2024-04-18,0.24003338207666344,0.19530731330064535,0.24081566451538178,0.13559252002345773,0.24360757028353444,0.19200299794113687,0.11715285218610796,0.46021775878701027,0.13163126492382193,0.1257785231922876,0.11248936246515925
2024-04-19,0.2424909449978702,0.20285404303093402,0.24096768299508467,0.14502835851593956,0.25385656387751715,0.18841056626188368,0.11660890555271625,0.45891082256748833,0.13090989543730872,0.12774046516035534,0.11001698127752924
2024-04-22,0.24092774491919527,0.206044006164795,0.24241243265806275,0.14706685571331496,0.2599929519899492,0.1880569856037956,0.12470693055846059,0.46485883558277563,0.13268310086822246,0.1267540297292222,0.11248131882468713
2024-04-23,0.23895095669566263,0.20023382549175842,0.24100793801820616,0.14281989793024094,0.26309787710719074,0.1938264867287025,0.12403064154645642,0.4668241660196542,0.13421175447294637,0.12656598134083438,0.1182773277027248
2024-04-24,0.2420403522631982,0.19903427158566636,0.24098678671614127,0.1388326915156165,0.2624696663938556,0.17789383647999318,0.12535778721191806,0.5835165973202643,0.12938148758089416,0.12347459473137042,0.11321733725056482
2024-04-25,0.2401664627764703,0.20391399855487302,0.25070857194777063,0.1395378261258455,0.2615660493852716,0.19132226295923627,0.12523594386211828,0.5869599133617578,0.12848427669033147,0.12150702122121293,0.11373442393340036
2024-04-26,0.23798874601006395,0.22403868496699375,0.36627894028530994,0.13717857911942374,0.25561116839753706,0.18508133602956742,0.12652621846270376,0.5743566130292682,0.12739950428344704,0.14520670968667823,0.11782968242651068
2024-04-29,0.2488830849692292,0.2122790381492566,0.3806491052537832,0.13840401771968322,0.2534687203396523,0.1777278231450133,0.12664128522112553,0.7054665107893447,0.12608780878548723,0.1489922929400686,0.11675566713937129
2024-04-30,0.25385409492043615,0.2349413938297499,0.3686103603810683,0.14213278809693158,0.2522185272816492,0.19939684859504248,0.12933477302614058,0.7082915516767208,0.127101177931428,0.15284013673699706,0.12380344005181983
2024-05-01,0.2506895963726478,0.24285587382073257,0.36800490294101845,0.19732446492400063,0.2516259504376725,0.20220848313930062,0.12899158158448631,0.7091150989075933,0.12371248219045276,0.16339073588825065,0.12252831826523561
2024-05-02,0.25547591036397427,0.2566740354700196,0.3692692951703536,0.19839502557039712,0.24851585244566013,0.20144660179222235,0.12913749626506765,0.7056475558924771,0.12116781094400432,0.1633279203226324,0.12268614340109826
2024-05-03,0.28007822512951874,0.2574008151683686,0.36766479706765487,0.19855611969476622,0.24514117871534447,0.21064610543171644,0.12938926380900828,0.7039362053747549,0.12095776125129483,0.16321166710751916,0.12828311310866314
2024-05-06,0.2818399362209275,0.2595865554318272,0.3641066247704877,0.19869993972781289,0.24418549518757632,0.2174323781180745,0.12928114622579975,0.7046536413714076,0.11278912565530055,0.16402825568114718,0.1321568951041751
2024-05-07,0.2802462271414574,0.25947088232402565,0.3657333914509404,0.19878271047221754,0.24283823397981427,0.2158629305476994,0.12738107138900234,0.7140613118678265,0.11939517531246993,0.162493672163758,0.13198605042005737
2024-05-08,0.2789858585632981,0.25848359270496574,0.36844286867177806,0.19843409578839716,0.24965077677445846,0.21610008074475542,0.1283448451990567,0.7110062989031929,0.11964706085686726,0.16074826064357078,0.13175447060248102
2024-05-09,0.2744164994674015,0.25835322883916767,0.3683656973764898,0.1943543586575036,0.24474890052160386,0.21662806998568032,0.12442270448285497,0.7113021692875708,0.11952360196803641,0.16761117452390473,0.13012213152952062
2024-05-10,0.27313308491240007,0.2608184864891433,0.36980334140318566,0.19422687680442466,0.24521675403038373,0.2174386352678599,0.12456928051725052,0.7107693529451731,0.12171276965387325,0.16547418607227848,0.13017870978436216
2024-05-13,0.2746542042619481,0.2613465948885231,0.36145167180132276,0.1965661706293021,0.2443822963763585,0.21558390238455202,0.12163220943761938,0.7134622867605158,0.1222698061781872,0.16452525239777102,0.13006537311807673
2024-05-14,0.2730896811635946,0.2612732198473009,0.3606693181537065,0.19667325007997197,0.24758772743277513,0.21578266141534497,0.12170294741072876,0.703656376666951,0.12350981534887523,0.15533940242548477,0.1290282051553123
2024-05-15,0.27421478471132255,0.26079569630848193,0.3616835148146726,0.18831888325728094,0.24745447478552876,0.22168739155653003,0.08482497278671491,0.706119412990146,0.128469609648144,0.15701389849364442,0.13317947854052464
2024-05-16,0.27315993861418386,0.2605537848295886,0.3487446363084363,0.18779832740999505,0.24615665113820953,0.22141787405669497,0.08382205222019794,0.7047976140165082,0.1247757819029478,0.1576211532395215,0.1276525297592214
2024-05-17,0.2733748777977292,0.24817564418638066,0.34834665766544465,0.18785011195513113,0.24687335887422324,0.2149291422934758,0.08453124119499549,0.6966784369326792,0.1206465267752188,0.15859262763351606,0.12403290806778468
2024-05-20,0.27161674581547485,0.24881796972789483,0.34692263397018575,0.19182782187691066,0.2818405380359539,0.21785827427456048,0.08513929692785595,0.6846625374933961,0.12174571316084593,0.15913094981339093,0.12399867186349924
2024-05-21,0.2715825691887291,0.24871787918196375,0.3463366639226404,0.19137308510766454,0.28726200334335056,0.218999878500358,0.08570778703175404,0.7069410967419891,0.12435479011223258,0.15939874393644174,0.12409345187593498
2024-05-22,0.2699878246791015,0.24865117063501035,0.3476479230087389,0.19136209576219826,0.286680490805965,0.2180413275793004,0.08727428860336812,0.7094601950187108,0.1220493336787337,0.16678255442876136,0.12075487229511948
2024-05-23,0.25470160860976165,0.24517739926356732,0.3487274991529653,0.20372947063155628,0.28750446479689656,0.21721849819115394,0.09383436726024966,0.7161766876082132,0.12225689800767464,0.1727617974665825,0.12147884812665169
2024-05-24,0.2574133355203133,0.2415008177759501,0.34669486237112906,0.2094355729685304,0.21083175184925296,0.21395381877985323,0.09289270436127796,0.7190661301428825,0.1222516206196525,0.17034383336279185,0.11407390115098642
2024-05-28,0.24680868434490263,0.23972611690570578,0.34064297255930426,0.2157716698394842,0.21239067823712446,0.20497670016120317,0.10355009282898125,0.6987279226898566,0.11766822895723475,0.17481980440440545,0.10700263477398961
2024-05-29,0.23744549530952044,0.23969533115184835,0.3406177345457816,0.2063444776575678,0.21012894096275084,0.20529064469245592,0.10806442280789387,0.6930564280342303,0.11985711835775148,0.1758433637678566,0.10965972081508604
2024-05-30,0.2346693871122745,0.24142674707116663,0.348793714878063,0.2068994030735803,0.20922977223785894,0.228886838838934,0.10779266105244222,0.6923500193849538,0.12197027400822363,0.17628705648887077,0.10977256366980451
2024-05-31,0.23270747924362595,0.2437074387207574,0.348808824980978,0.20781332903551558,0.21246598761894833,0.22180761684244396,0.1102150475175963,0.6820698691775741,0.12175152397170706,0.19573413201171785,0.11084690203023931
2024-06-03,0.2273255929624927,0.2334176409691201,0.3456047384676574,0.20443493025659285,0.20386156613384357,0.21847620982835547,0.10961583424797008,0.6796218218261361,0.12263292214871092,0.2046240966621735,0.10629895630194917
2024-06-04,0.22759126407030728,0.23009777355104183,0.3442433424324288,0.20305633823379132,0.20278792690212585,0.21872893238274116,0.10873535925852805,0.6702379316031084,0.12150788323519468,0.20766176377689952,0.10442439290452203
2024-06-05,0.22768467088119806,0.22914483496094504,0.3436200921608108,0.2059831961315258,0.20167148661111256,0.22037481207596524,0.10968972319571635,0.6695300647036827,0.1220506216517327,0.2076853651771529,0.10432799576511334
2024-06-06,0.22941215867009243,0.23045113185984933,0.34377425611582096,0.20533274662884873,0.20144574846140031,0.22026978204691164,0.11536825862399298,0.5881993625062302,0.12456658287201577,0.20942004382177673,0.10438986615281204
2024-06-07,0.23046607169199396,0.2245472727831305,0.3402471166801448,0.20286829642422402,0.20588308459556148,0.2061949730561734,0.11861789781048447,0.5723884744006071,0.12560601087024784,0.21064708902419632,0.10302030701583136
2024-06-10,0.23989965320875603,0.20742654990445483,0.1926159224025311,0.20232094683859336,0.20604153877393613,0.20184059507554197,0.11572821931339382,0.5749713545534557,0.1314561205080684,0.1960784550077091,0.10005021577554674
2024-06-11,0.3015869579893221,0.2066251853142589,0.1630284277524639,0.20210926969920662,0.22110626548753332,0.20038933895278513,0.11569070421207477,0.3907801736486007,0.12814472793659376,0.19155550128696164,0.09999810762144629
2024-06-12,0.2990752818845984,0.1790557109387872,0.14872293179703994,0.19878924910447657,0.22407591431589824,0.17626755518361412,0.12076838893213503,0.37610923643759975,0.1319757582090406,0.19138361635720638,0.08700865860770186
2024-06-13,0.2963820914184297,0.17617382094916553,0.15699732079257728,0.1484590557100545,0.22637261376828507,0.17382838058097852,0.12245749911078704,0.3822036759423475,0.131336204156899,0.18530472098285267,0.08519701425563839
2024-06-14,0.29690700635653866,0.15047428610245114,0.1524651674319967,0.14686939422085743,0.2263374627123061,0.17355371909120212,0.12240290050112888,0.3891258159088136,0.13152237534116915,0.18610966667974627,0.08338496490969756
2024-06-17,0.2575204526900405,0.14863815197318703,0.1523893606552993,0.1467993314717782,0.22610689751954427,0.16718854450755063,0.12251679080276577,0.41701898440378965,0.1313217444228164,0.18668647508093245,0.07934882608606851
2024-06-18,0.2585214565499729,0.14391436599494684,0.15746735743779852,0.14635546992700074,0.22690163673402525,0.16365029906392345,0.12359555147909435,0.4154504016823838,0.1261209213263309,0.18802378153944185,0.0755626720386398
2024-06-20,0.27035065647466405,0.1539741581607261,0.1498562439745156,0.15259001250783494,0.2278512289513926,0.15960696820733936,0.12289543271758004,0.4031124418294843,0.12422065194097766,0.19941783784184572,0.07664284968117337
2024-06-21,0.2738262124174325,0.1606499738047435,0.1538731277080265,0.15369680294513258,0.22361948846074584,0.1606207514621279,0.12243855412852736,0.39984458472040263,0.1251283400901727,0.2006635471014026,0.07709082116694499
2024-06-24,0.27330918223975753,0.16790757389413774,0.15430251184519347,0.15287612480205715,0.22518148184710587,0.16214742604729024,0.1214492593415335,0.3966370479536931,0.12482837388832785,0.21117274179091877,0.07763426068008256
2024-06-25,0.27132464779932697,0.16571168396210018,0.16724381787487427,0.15753354636756706,0.22473284972880617,0.16243822060231503,0.12407967256803715,0.39648035291373873,0.1255727647099109,0.21124201946620574,0.07796168379128889
2024-06-26,0.27236881795751333,0.19898935794367661,0.16759922649357525,0.15527680667720992,0.22491476772217345,0.16165863244699738,0.12320779350343294,0.4135621473570125,0.12502316118545093,0.21126463070331028,0.07777898534154723
2024-06-27,0.27232747057893253,0.20760722178453372,0.16790387838742218,0.15622081938880653,0.22260210160747046,0.1613010267320493,0.12413369645343891,0.405012976253223,0.14436825715447546,0.2108306255083783,0.07719290999046328
2024-06-28,0.2778084300960459,0.2193235691009886,0.175439696161069,0.154008758323347,0.22709873310147524,0.1616738839711612,0.12699232787301631,0.39872581715333816,0.14309813545607156,0.20946599505826535,0.0724917491911928
2024-07-01,0.2870533138902296,0.2218010996789389,0.1741006857080276,0.15032109153303896,0.2315438405031622,0.17013559685528984,0.1299007776438191,0.42888178588633635,0.14377058621749955,0.20893156951933609,0.07207536089043037
2024-07-02,0.28871398640117407,0.2242040980568816,0.17482346937344334,0.14992907356031862,0.23398653414518047,0.1697624687277246,0.13208188543502322,0.5032839893378573,0.15577820718698224,0.2041413517813818,0.07356165138081704
2024-07-03,0.2887032334707907,0.22684429000134623,0.17462400241010048,0.14532723105955417,0.18773683524932053,0.16752974920950986,0.13203391112344787,0.5222822018962071,0.15574318286390457,0.20402890063799736,0.0743700236572621
2024-07-05,0.29258975275650073,0.2280973504987708,0.18749963100945777,0.1465835472343139,0.18510695830399848,0.1702556877039687,0.13317646971269867,0.4984952629316123,0.15476777059421518,0.20588955707924214,0.07522600507671302
2024-07-08,0.2899916940845119,0.22871492978347044,0.18748576298268987,0.13944484867359838,0.18387321453442573,0.17103901971858887,0.13518048423171347,0.4798956278666439,0.16005672464641996,0.19990848187690485,0.07417975012690692
2024-07-09,0.27845075722535534,0.22486843852832727,0.17932003349205347,0.1254090103812398,0.18459620398654705,0.17540578266407644,0.1297672951506176,0.4634690869075577,0.15983393483790193,0.19635645668983986,0.0691413846985471
2024-07-10,0.27918178983290615,0.22441811298191464,0.18043744242358034,0.12262335390466529,0.1773283853847075,0.17833403116041613,0.13121628402376576,0.4613519131427131,0.16142479515793948,0.19830054386178425,0.07173524416032576
2024-07-11,0.29216729009188386,0.2374976353471468,0.20311351999908706,0.10962836367106947,0.17619636435095742,0.19562667759853092,0.12684093204340027,0.541950846250112,0.15774830731587605,0.19785417438474773,0.07816984638748563
2024-07-12,0.2925281826011168,0.23781684456561905,0.20308651504110198,0.10960277110822456,0.17898070959494974,0.1955983331526369,0.12468205863687871,0.5431246544810339,0.16082808459050146,0.19543300129820632,0.07394656373163613
2024-07-15,0.2939887700116914,0.23475500993050197,0.1910788644574026,0.10984593477705286,0.1909347444971594,0.16282267345396256,0.1295638775056668,0.5433450632801095,0.16142545970776898,0.20145286293178472,0.06982554375383798
2024-07-16,0.29430444605662215,0.22808072779643304,0.19719977035467054,0.11157661369668932,0.19122435292623594,0.16696990737496176,0.1315190546006819,0.5414393628725571,0.1611476861403337,0.184610640457609,0.06885090839694445
2024-07-17,0.30865298865882035,0.24242892064284272,0.20392697619950448,0.15052837338596942,0.19405427750966323,0.17242605617743523,0.13791656398280114,0.5528112401285923,0.16397066390489148,0.17438740169524256,0.08365090958479472
2024-07-18,0.31777655074546035,0.2520324368054129,0.211925217757715,0.15291844999465914,0.21432152312083622,0.17415900890786082,0.13335126445413018,0.5501625900754582,0.16693208824313865,0.1688742145024647,0.08826934171124569
2024-07-19,0.3178661249407759,0.25050895926253025,0.21039568497088004,0.14827218064979775,0.21172937177713655,0.16843686585126375,0.13233531596375225,0.5705441269122528,0.1695198527195476,0.18356990856440414,0.08626333137047791
2024-07-22,0.31650216338860754,0.24338249847273916,0.21891571624914086,0.1488860520906184,0.21138754388136008,0.1721322165344533,0.1257022026477095,0.5818911883998337,0.16912620940295028,0.18379702800434994,0.09072761849209551
2024-07-23,0.31567912165599155,0.25085596886449313,0.21493296098513698,0.15406935657953835,0.20785084663565673,0.17208699713856268,0.12654591458569273,0.5880029935186637,0.1700988691338483,0.1873547467157106,0.0908389011028609
2024-07-24,0.3233190601845524,0.26218293696831685,0.2640605386553072,0.16934462738049036,0.20971084491083886,0.20273255377526192,0.12866217200582405,0.7141286697509787,0.20236675931383746,0.19146790500055524,0.11550651108927706
2024-07-25,0.25639678860282444,0.2623989731140801,0.2771472483913778,0.17764882490539805,0.19188317202397903,0.2121989485142445,0.13019254917460335,0.7108193410344426,0.2023501250215401,0.19833105827063224,0.11639245697377418
2024-07-26,0.24375914905375667,0.266436530641199,0.2759996242804224,0.17416002178792575,0.18909630492262114,0.2099453391894199,0.1286149864965221,0.7057938332335001,0.21067046399792064,0.19484546835155409,0.11820630889255258
2024-07-29,0.24335628418502478,0.26250284983597,0.27755469115093223,0.1803431761283881,0.18995988824283813,0.21026905497344758,0.12770705734245116,0.7164612925918515,0.212108924758313,0.1960736276989677,0.11805226500943179
2024-07-30,0.24196250258160432,0.26353411784418096,0.2763468872719948,0.1849622943353289,0.1963137126990425,0.21121068213268004,0.19418772528025305,0.7248360400736507,0.21303521570612557,0.1988018297947422,0.11898858274080226
2024-07-31,0.2392570340125084,0.2765374535218656,0.27726017749749854,0.1989170461907366,0.2007811480498677,0.20825205656215187,0.19409298016910742,0.7200861041596479,0.21513991351528075,0.1967329195586599,0.1255491842583577
2024-08-01,0.24235737163001908,0.27975970512868076,0.2754762720306463,0.20344128937265493,0.21321953859221987,0.20815582066671218,0.21348272354845083,0.7500763060132557,0.213252792811585,0.2017087862176266,0.13178316391971007
2024-08-02,0.2334221481557866,0.38198446330839975,0.28261855357218185,0.20723848982012616,0.24935342947011674,0.2150063208557593,0.22625402790198385,0.7604365444803874,0.21018481808468203,0.19349703787696224,0.14198380834328692
2024-08-05,0.27447093899040714,0.3930957226055932,0.30252350989434856,0.2159286774372092,0.2548875007510733,0.22897531119579473,0.22899002357355697,0.7727851439236256,0.23647075293256403,0.19967533004194213,0.16598320511483491
2024-08-06,0.275860010360693,0.39223121432040453,0.3025331190278988,0.22143731233100503,0.2646216400366789,0.23335255837288743,0.2289716698268577,0.7728191674786735,0.23737326831650166,0.18176286523561666,0.169539510008585
2024-08-07,0.2779720747702693,0.3924413758140245,0.28951913569177923,0.2169082582179409,0.26427735757213844,0.231000003047789,0.22933610682009298,0.7821102915995082,0.23661677423650965,0.18561375237250177,0.16979576742090932
2024-08-08,0.27610078991199377,0.3775847618235337,0.29769892760447025,0.21697159970874022,0.26879956972010877,0.23416624222266877,0.22951803973840998,0.777185335626771,0.2404930813281773,0.19323783914152526,0.1838754730454638
2024-08-09,0.2787163169471535,0.37081823324049545,0.2983942597738341,0.2149500149353638,0.26873210659857927,0.23630565057382563,0.22901457184015664,0.7772132102605864,0.22938009646890523,0.19412075424946298,0.18453079487526772
2024-08-12,0.27475905823215374,0.3671332485299127,0.2959268749011879,0.21614503800020868,0.26539603099799575,0.23508567818787127,0.23652391280435284,0.7781047622499533,0.2250724851539513,0.19410700738737252,0.18428932539650522
2024-08-13,0.26655549161137326,0.36720552288658614,0.29828553844319655,0.2190844546955236,0.2627091385241646,0.23160300039714884,0.2328236310131639,0.7733227043279386,0.2249002966214727,0.19648000446420374,0.19090243196866868
2024-08-14,0.2625889887438944,0.3630252961742249,0.2996876307939461,0.2185771531925195,0.2603836780470464,0.23206165912881913,0.23327997158866054,0.7205659512178033,0.21793732152645515,0.19655188169944623,0.1903339978150185
